productType,variantId,sku,prices,tax,categories,images,name.en,description.en,slug.en,metaTitle.en,metaDescription.en,metaKeywords.en,name.de,description.de,slug.de,metaTitle.de,metaDescription.de,metaKeywords.de,name.it,description.it,slug.it,metaTitle.it,metaDescription.it,metaKeywords.it,creationDate,articleNumberManufacturer,articleNumberMax,matrixId,baseId,designer,madeInItaly,completeTheLook,commonSize,size,color,colorFreeDefinition.en,details.en,colorFreeDefinition.de,details.de,colorFreeDefinition.it,details.it,style,gender,season,isOnStock,isLook,lookProducts,seasonNew,variantKey,excludedInStore,publish
main,1,M0E0000000001,EUR 17000;USD 18700,standard,Sale>Men>Shoes;Men>Shoes>Sneakers,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,Sneakers New Balance multi,,newbalance-sneakers-MT980BB-multi,,,,Sneakers New Balance multi,,newbalance-sneakers-MT980BB-multi,,,,,,,,,,,MT980 BB,79560,M0E20000000E1AZ,79560,newbalance,no,,39,5,black,multi,,multi,,,,business,men,s15,,,,,M0E0000000001,uk,TRUE
,79,M0E0000000079,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B1,79560,newbalance,no,,40,6,turquoise,multi,,multi,,,,business,men,s15,,,,,M0E0000000079,,TRUE
,80,M0E0000000080,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B1,79560,newbalance,no,,40,6,turquoise,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000080,,TRUE
,81,M0E0000000081,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B1,79560,newbalance,no,,40,6,turquoise,multi,,multi,,,,evening,men,s15,,,,,M0E0000000081,,TRUE
,82,M0E0000000082,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B1,79560,newbalance,no,,40,6,petrol,multi,,multi,,,,business,men,s15,,,,,M0E0000000082,,TRUE
,83,M0E0000000083,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B1,79560,newbalance,no,,40,6,petrol,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000083,,TRUE
,84,M0E0000000084,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B1,79560,newbalance,no,,40,6,petrol,multi,,multi,,,,evening,men,s15,,,,,M0E0000000084,,TRUE
,85,M0E0000000085,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B1,79560,newbalance,no,,40,6,green,multi,,multi,,,,business,men,s15,,,,,M0E0000000085,,TRUE
,86,M0E0000000086,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B1,79560,newbalance,no,,40,6,green,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000086,,TRUE
,87,M0E0000000087,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B1,79560,newbalance,no,,40,6,green,multi,,multi,,,,evening,men,s15,,,,,M0E0000000087,,TRUE
,88,M0E0000000088,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B1,79560,newbalance,no,,40,6,red,multi,,multi,,,,business,men,s15,,,,,M0E0000000088,,TRUE
,89,M0E0000000089,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B1,79560,newbalance,no,,40,6,red,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000089,,TRUE
,90,M0E0000000090,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B1,79560,newbalance,no,,40,6,red,multi,,multi,,,,evening,men,s15,,,,,M0E0000000090,,TRUE
,91,M0E0000000091,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B2,79560,newbalance,no,,40.5,6.5,black,multi,,multi,,,,business,men,s15,,,,,M0E0000000091,,TRUE
,92,M0E0000000092,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B2,79560,newbalance,no,,40.5,6.5,black,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000092,,TRUE
,93,M0E0000000093,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B2,79560,newbalance,no,,40.5,6.5,black,multi,,multi,,,,evening,men,s15,,,,,M0E0000000093,,TRUE
,94,M0E0000000094,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B2,79560,newbalance,no,,40.5,6.5,grey,multi,,multi,,,,business,men,s15,,,,,M0E0000000094,,TRUE
,95,M0E0000000095,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B2,79560,newbalance,no,,40.5,6.5,grey,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000095,,TRUE
,96,M0E0000000096,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B2,79560,newbalance,no,,40.5,6.5,grey,multi,,multi,,,,evening,men,s15,,,,,M0E0000000096,,TRUE
,97,M0E0000000097,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B2,79560,newbalance,no,,40.5,6.5,beige,multi,,multi,,,,business,men,s15,,,,,M0E0000000097,,TRUE
,98,M0E0000000098,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B2,79560,newbalance,no,,40.5,6.5,beige,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000098,,TRUE
,99,M0E0000000099,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B2,79560,newbalance,no,,40.5,6.5,beige,multi,,multi,,,,evening,men,s15,,,,,M0E0000000099,,TRUE
,100,M0E0000000100,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B2,79560,newbalance,no,,40.5,6.5,white,multi,,multi,,,,business,men,s15,,,,,M0E0000000100,,TRUE
,101,M0E0000000101,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B2,79560,newbalance,no,,40.5,6.5,white,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000101,,TRUE
,102,M0E0000000102,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B2,79560,newbalance,no,,40.5,6.5,white,multi,,multi,,,,evening,men,s15,,,,,M0E0000000102,,TRUE
,103,M0E0000000103,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B2,79560,newbalance,no,,40.5,6.5,blue,multi,,multi,,,,business,men,s15,,,,,M0E0000000103,,TRUE
,104,M0E0000000104,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B2,79560,newbalance,no,,40.5,6.5,blue,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000104,,TRUE
,105,M0E0000000105,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B2,79560,newbalance,no,,40.5,6.5,blue,multi,,multi,,,,evening,men,s15,,,,,M0E0000000105,,TRUE
,106,M0E0000000106,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B2,79560,newbalance,no,,40.5,6.5,brown,multi,,multi,,,,business,men,s15,,,,,M0E0000000106,,TRUE
,107,M0E0000000107,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B2,79560,newbalance,no,,40.5,6.5,brown,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000107,,TRUE
,108,M0E0000000108,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B2,79560,newbalance,no,,40.5,6.5,brown,multi,,multi,,,,evening,men,s15,,,,,M0E0000000108,,TRUE
,109,M0E0000000109,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B2,79560,newbalance,no,,40.5,6.5,turquoise,multi,,multi,,,,business,men,s15,,,,,M0E0000000109,,TRUE
,110,M0E0000000110,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B2,79560,newbalance,no,,40.5,6.5,turquoise,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000110,,TRUE
,111,M0E0000000111,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B2,79560,newbalance,no,,40.5,6.5,turquoise,multi,,multi,,,,evening,men,s15,,,,,M0E0000000111,,TRUE
,112,M0E0000000112,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B2,79560,newbalance,no,,40.5,6.5,petrol,multi,,multi,,,,business,men,s15,,,,,M0E0000000112,,TRUE
,113,M0E0000000113,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B2,79560,newbalance,no,,40.5,6.5,petrol,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000113,,TRUE
,114,M0E0000000114,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B2,79560,newbalance,no,,40.5,6.5,petrol,multi,,multi,,,,evening,men,s15,,,,,M0E0000000114,,TRUE
,115,M0E0000000115,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B2,79560,newbalance,no,,40.5,6.5,green,multi,,multi,,,,business,men,s15,,,,,M0E0000000115,,TRUE
,116,M0E0000000116,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B2,79560,newbalance,no,,40.5,6.5,green,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000116,,TRUE
,117,M0E0000000117,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B2,79560,newbalance,no,,40.5,6.5,green,multi,,multi,,,,evening,men,s15,,,,,M0E0000000117,,TRUE
,118,M0E0000000118,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B2,79560,newbalance,no,,40.5,6.5,red,multi,,multi,,,,business,men,s15,,,,,M0E0000000118,,TRUE
,119,M0E0000000119,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B2,79560,newbalance,no,,40.5,6.5,red,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000119,,TRUE
,120,M0E0000000120,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B2,79560,newbalance,no,,40.5,6.5,red,multi,,multi,,,,evening,men,s15,,,,,M0E0000000120,,TRUE
,121,M0E0000000121,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B3,79560,newbalance,no,,41,7,black,multi,,multi,,,,business,men,s15,,,,,M0E0000000121,,TRUE
,122,M0E0000000122,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B3,79560,newbalance,no,,41,7,black,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000122,,TRUE
,123,M0E0000000123,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B3,79560,newbalance,no,,41,7,black,multi,,multi,,,,evening,men,s15,,,,,M0E0000000123,,TRUE
,124,M0E0000000124,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B3,79560,newbalance,no,,41,7,grey,multi,,multi,,,,business,men,s15,,,,,M0E0000000124,,TRUE
,125,M0E0000000125,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B3,79560,newbalance,no,,41,7,grey,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000125,,TRUE
,126,M0E0000000126,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B3,79560,newbalance,no,,41,7,grey,multi,,multi,,,,evening,men,s15,,,,,M0E0000000126,,TRUE
,127,M0E0000000127,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B3,79560,newbalance,no,,41,7,beige,multi,,multi,,,,business,men,s15,,,,,M0E0000000127,,TRUE
,128,M0E0000000128,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B3,79560,newbalance,no,,41,7,beige,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000128,,TRUE
,129,M0E0000000129,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B3,79560,newbalance,no,,41,7,beige,multi,,multi,,,,evening,men,s15,,,,,M0E0000000129,,TRUE
,130,M0E0000000130,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B3,79560,newbalance,no,,41,7,white,multi,,multi,,,,business,men,s15,,,,,M0E0000000130,,TRUE
,131,M0E0000000131,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B3,79560,newbalance,no,,41,7,white,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000131,,TRUE
,132,M0E0000000132,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B3,79560,newbalance,no,,41,7,white,multi,,multi,,,,evening,men,s15,,,,,M0E0000000132,,TRUE
,133,M0E0000000133,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B3,79560,newbalance,no,,41,7,blue,multi,,multi,,,,business,men,s15,,,,,M0E0000000133,,TRUE
,134,M0E0000000134,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B3,79560,newbalance,no,,41,7,blue,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000134,,TRUE
,135,M0E0000000135,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B3,79560,newbalance,no,,41,7,blue,multi,,multi,,,,evening,men,s15,,,,,M0E0000000135,,TRUE
,136,M0E0000000136,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B3,79560,newbalance,no,,41,7,brown,multi,,multi,,,,business,men,s15,,,,,M0E0000000136,,TRUE
,137,M0E0000000137,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B3,79560,newbalance,no,,41,7,brown,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000137,,TRUE
,138,M0E0000000138,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B3,79560,newbalance,no,,41,7,brown,multi,,multi,,,,evening,men,s15,,,,,M0E0000000138,,TRUE
,139,M0E0000000139,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B3,79560,newbalance,no,,41,7,turquoise,multi,,multi,,,,business,men,s15,,,,,M0E0000000139,,TRUE
,140,M0E0000000140,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B3,79560,newbalance,no,,41,7,turquoise,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000140,,TRUE
,141,M0E0000000141,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B3,79560,newbalance,no,,41,7,turquoise,multi,,multi,,,,evening,men,s15,,,,,M0E0000000141,,TRUE
,142,M0E0000000142,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B3,79560,newbalance,no,,41,7,petrol,multi,,multi,,,,business,men,s15,,,,,M0E0000000142,,TRUE
,143,M0E0000000143,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B3,79560,newbalance,no,,41,7,petrol,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000143,,TRUE
,144,M0E0000000144,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B3,79560,newbalance,no,,41,7,petrol,multi,,multi,,,,evening,men,s15,,,,,M0E0000000144,,TRUE
,145,M0E0000000145,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B3,79560,newbalance,no,,41,7,green,multi,,multi,,,,business,men,s15,,,,,M0E0000000145,,TRUE
,146,M0E0000000146,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B3,79560,newbalance,no,,41,7,green,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000146,,TRUE
,147,M0E0000000147,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B3,79560,newbalance,no,,41,7,green,multi,,multi,,,,evening,men,s15,,,,,M0E0000000147,,TRUE
,148,M0E0000000148,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B3,79560,newbalance,no,,41,7,red,multi,,multi,,,,business,men,s15,,,,,M0E0000000148,,TRUE
,149,M0E0000000149,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B3,79560,newbalance,no,,41,7,red,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000149,,TRUE
,150,M0E0000000150,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B3,79560,newbalance,no,,41,7,red,multi,,multi,,,,evening,men,s15,,,,,M0E0000000150,,TRUE
,151,M0E0000000151,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B4,79560,newbalance,no,,41.5,7.5,black,multi,,multi,,,,business,men,s15,,,,,M0E0000000151,,TRUE
,152,M0E0000000152,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B4,79560,newbalance,no,,41.5,7.5,black,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000152,,TRUE
,153,M0E0000000153,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B4,79560,newbalance,no,,41.5,7.5,black,multi,,multi,,,,evening,men,s15,,,,,M0E0000000153,,TRUE
,154,M0E0000000154,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B4,79560,newbalance,no,,41.5,7.5,grey,multi,,multi,,,,business,men,s15,,,,,M0E0000000154,,TRUE
,155,M0E0000000155,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B4,79560,newbalance,no,,41.5,7.5,grey,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000155,,TRUE
,156,M0E0000000156,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B4,79560,newbalance,no,,41.5,7.5,grey,multi,,multi,,,,evening,men,s15,,,,,M0E0000000156,,TRUE
,157,M0E0000000157,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B4,79560,newbalance,no,,41.5,7.5,beige,multi,,multi,,,,business,men,s15,,,,,M0E0000000157,,TRUE
,158,M0E0000000158,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B4,79560,newbalance,no,,41.5,7.5,beige,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000158,,TRUE
,159,M0E0000000159,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B4,79560,newbalance,no,,41.5,7.5,beige,multi,,multi,,,,evening,men,s15,,,,,M0E0000000159,,TRUE
